city,id,adType,propertyType,accountType,surfaceArea,roomsQuantity,bedroomsQuantity,heating,hasCellar,toiletQuantity,floorQuantity,hasElevator,floor,energyClassification,greenhouseGazClassification,isInCondominium,agencyFeePercentage,newOrOld,price,pricePerSquareMeter,priceHasDecreased,district.libelle,district.id,workToDo,bathroomsQuantity,hasGarden,annualCondominiumFees,isDuplex,hasAlarm,terracesQuantity,hasPool,balconyQuantity,firePlacesQuantity,surfaceArea_bins,price_bins
Paris 15e,ag753010-356219665,buy,flat,agency,109.0,4,3.0,gaz collectif,False,2.0,7.0,True,1.0,C,C,False,3.09,old,1185000,10545.412844036697,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 14e,ag750524-356208706,buy,flat,agency,96.0,4,3.0,gaz individuel,True,2.0,6.0,True,6.0,D,D,False,3.45,old,1140000,11479.166666666666,True,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 9e,ag753296-356195977,buy,flat,agency,83.0,4,2.0,individuel,True,1.0,6.0,True,2.0,E,F,True,5.0,old,840000,10120.481927710844,True,Clichy - Trinité,100527,None,1.0,False,2496.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 8e,ag753296-356195983,buy,flat,agency,128.0,5,3.0,individuel,True,1.0,5.0,True,4.0,E,E,True,5.0,old,1620000,12656.25,True,Saint-Philippe du Roule,100531,None,1.0,False,5592.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 19e,ag753296-355837315,buy,flat,agency,88.0,4,2.0,collectif,True,1.0,10.0,True,9.0,D,E,True,5.0,old,600000,6818.181818181818,False,Flandre - Aubervilliers,100457,None,2.0,False,3526.0,False,False,0.0,False,1.0,0.0,large,not-expensive
Paris 14e,ag750524-355541605,buy,flat,agency,39.0,2,1.0,gaz collectif,False,1.0,11.0,True,4.0,E,E,True,3.01,old,514000,12794.871794871795,True,Pernety,100495,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 11e,ag753296-355544473,buy,flat,agency,37.0,1,0.0,collectif,True,1.0,10.0,True,1.0,D,E,True,5.0,old,372000,10054.054054054053,True,Nation - Alexandre Dumas,100512,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 10e,ag753296-355510393,buy,flat,agency,60.0,3,1.0,individuel,True,1.0,6.0,False,1.0,D,E,True,5.0,old,660000,11000.0,False,Château d'Eau - Lancry,100518,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 19e,ag753296-355501378,buy,flat,agency,83.0,4,2.0,collectif,True,1.0,10.0,True,2.0,F,F,True,5.0,old,499000,6012.048192771084,False,Flandre - Aubervilliers,100457,None,2.0,False,5400.0,False,False,0.0,False,1.0,0.0,large,not-expensive
Paris 11e,ag753296-355502392,buy,flat,agency,92.0,4,2.0,individuel,True,1.0,6.0,True,1.0,D,E,True,5.0,old,900000,9782.608695652174,True,Belleville - Saint-Maur,100515,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 13e,ag753296-355491724,buy,flat,agency,56.0,3,2.0,collectif,True,1.0,8.0,True,4.0,D,E,True,5.0,old,490000,8750.0,True,Olympiades - Choisy,110471,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 10e,ag753296-355404325,buy,flat,agency,92.0,5,4.0,individuel,True,1.0,6.0,False,4.0,D,E,True,5.0,old,950000,10326.08695652174,True,Porte Saint-Martin - Paradis,100517,None,1.0,False,2400.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 17e,ag753296-355369333,buy,flat,agency,52.0,3,2.0,individuel,True,1.0,6.0,True,4.0,D,E,True,5.0,old,585000,11250.0,False,Epinettes - Bessières,110474,None,1.0,False,1680.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 5e,ag753010-353569144,buy,flat,agency,56.0,2,1.0,individuel,False,1.0,6.0,True,0.0,E,B,False,3.77,old,550000,9464.285714285714,False,Monge - Jussieu,100547,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 15e,ag753010-353477791,buy,flat,agency,73.0,4,2.0,collectif,False,1.0,6.0,True,2.0,D,D,False,2.79,old,663000,8835.616438356165,False,Dupleix - Motte Picquet,100486,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,ag753010-353477797,buy,flat,agency,73.0,4,3.0,collectif,False,1.0,6.0,True,2.0,D,D,False,2.79,old,663000,8835.616438356165,False,Dupleix - Motte Picquet,100486,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 14e,ag753659-352917343,buy,flat,agency,57.0,3,2.0,gaz individuel,True,1.0,5.0,True,5.0,E,E,False,4.1,old,635000,10701.754385964912,False,Didot - Porte de Vanves,100491,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 15e,ag753010-352774330,buy,flat,agency,57.0,2,1.0,gaz collectif,False,1.0,9.0,True,8.0,E,E,False,4.36,old,599000,10070.17543859649,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 17e,ag753296-352352110,buy,flat,agency,47.0,2,1.0,collectif,True,1.0,5.0,True,2.0,E,F,True,5.0,old,523000,11127.659574468085,True,Courcelles - Wagram,100473,None,1.0,False,2580.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 12e,ag752451-352118335,buy,flat,agency,91.0,4,3.0,gaz collectif,True,1.0,6.0,False,3.0,A,A,False,5.0,old,482932,5306.945054945055,False,Bel-Air - Sud,100508,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,not-expensive
Paris 17e,apimo-7197318,buy,flat,agency,65.0,3,1.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,1.0,E,E,False,5.0,None,799000,12292.307692307691,False,Batignolles - Cardinet,100469,False,1.0,False,0.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 5e,ag752451-350169193,buy,flat,agency,64.0,3,1.0,gaz collectif,False,1.0,6.0,False,5.0,E,F,False,5.0,old,571900,8935.9375,False,Monge - Jussieu,100547,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 17e,ag752451-349494546,buy,flat,agency,113.0,5,3.0,None,True,1.0,10.0,False,6.0,D,B,False,5.0,old,860200,7612.3893805309735,False,Pereire,100471,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 5e,ag753659-349208928,buy,flat,agency,42.0,2,1.0,électricité individuel,True,1.0,4.0,False,2.0,E,B,False,2.19,old,700000,16309.52380952381,True,Val de Grâce,100546,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,expensive
Paris 7e,ag751877-349025736,buy,flat,agency,110.0,5,3.0,collectif,False,1.0,7.0,True,5.0,D,A,False,4.66,old,1685000,14636.363636363636,False,Breteuil,100536,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 3e,apimo-7171426,buy,flat,agency,91.57,3,2.0,Radiateur Electrique Individuel ,False,1.0,5.0,True,2.0,D,B,False,5.0,None,1124000,12274.76247679371,False,Archives,110464,True,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 7e,laforet-immo-facile-21035607,prestige,flat,agency,176.42,5,3.0,radiateur gaz ,False,2.0,7.0,True,0.0,F,F,True,3.09,None,2200000,12096.134225144542,False,Breteuil,100536,False,2.0,False,3526.0,False,False,0.0,False,0.0,1.0,extralarge,veryExpensive
Paris 9e,hektor-cabinetpetit-44,buy,flat,agency,81.05,4,2.0,électrique individuel ,True,1.0,5.0,False,2.0,E,B,True,5.0,None,900000,11104.256631708822,True,Grands Boulevards,100524,None,1.0,False,3960.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 16e,ag752451-346718859,buy,flat,agency,123.0,4,2.0,gaz collectif,True,1.0,7.0,False,3.0,B,D,False,5.0,old,1239500,10077.235772357724,False,Muette-Nord - Trocadéro,100477,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 14e,ag750523-346683891,buy,flat,agency,66.0,3,1.0,gaz collectif,True,1.0,6.0,True,2.0,F,F,True,3.57,old,697000,10196.969696969696,False,Mouton - Duvernet,100494,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 12e,gedeon-24909759,buy,flat,agency,57.0,3,2.0,None,True,1.0,13.0,True,2.0,E,E,True,3.0,new,495000,8421.052631578947,True,Bel-Air - Nord,100509,None,1.0,False,2316.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 15e,ag752451-344389659,buy,flat,agency,106.0,4,2.0,gaz collectif,True,1.0,6.0,False,4.0,A,A,False,5.0,old,713900,6734.905660377359,False,Saint-Lambert - Convention,100484,None,1.0,False,0.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 15e,ag752451-343149003,buy,flat,agency,90.0,4,2.0,gaz collectif,True,1.0,7.0,False,1.0,E,E,False,5.0,old,751440,8349.333333333334,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,0.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 16e,ag753637-340963311,buy,flat,agency,416.0,9,5.0,collectif,False,5.0,8.0,True,8.0,NS,D,False,4.44,old,9400000,21634.615384615383,False,Dauphine,100475,None,4.0,False,0.0,False,False,1.0,False,0.0,0.0,extralarge,veryExpensive
Paris 17e,hektor-1110_EXPERTIMO22-98877,buy,flat,mandatary,141.0,6,4.0,radiateur gaz individuel ,True,1.0,6.0,True,2.0,D,E,True,1.21,new,1672000,11716.312056737588,False,Ternes - Maillot,100474,None,1.0,False,5431.0,False,False,0.0,False,4.0,1.0,extralarge,veryExpensive
Paris 16e,hektor-739_EXPERTIMO22-94916,buy,flat,mandatary,63.31,2,1.0,radiateur gaz collectif ,True,1.0,8.0,True,2.0,D,E,True,5.0,new,635000,10030.011056705102,True,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,2935.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 18e,ag752451-338249991,buy,flat,agency,66.0,3,1.0,gaz collectif,True,1.0,9.0,False,2.0,D,D,False,5.0,old,526528,7977.69696969697,False,Grandes Carrières - Clichy,100466,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 14e,ag753637-338053905,buy,flat,agency,42.0,3,2.0,gaz individuel,True,1.0,6.0,True,0.0,E,E,True,3.69,old,450000,10333.333333333334,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 9e,hektor-cabinetpetit-35,buy,flat,agency,51.47,3,2.0,électrique individuel ,False,1.0,6.0,False,6.0,E,B,True,5.0,None,617000,11987.565572177968,False,Grands Boulevards,100524,None,1.0,False,1316.88,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 11e,apimo-6807280,buy,flat,agency,13.0,1,0.0,Radiateur Electrique Individuel ,False,1.0,6.0,True,1.0,F,C,False,5.0,None,199500,14615.384615384615,False,Bastille - Popincourt,100514,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 20e,ag752451-336159225,buy,flat,agency,79.0,4,3.0,électricité ,True,1.0,6.0,False,5.0,A,D,False,5.0,old,280900,3555.6962025316457,False,Gambetta,100443,None,1.0,False,0.0,False,False,0.0,False,0.0,1.0,middle,cheap
Paris 5e,ag753659-334852680,buy,flat,agency,30.0,1,0.0,électricité individuel,False,1.0,7.0,True,7.0,G,D,False,3.43,old,362000,11666.666666666666,False,Sorbonne - Quartier Latin,100548,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag752451-334548708,buy,flat,agency,48.0,2,1.0,gaz collectif,True,1.0,12.0,False,1.0,D,D,False,5.0,old,273600,5700.0,False,Bièvre Sud - Tolbiac,300696,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 14e,ag750523-321787737,buy,flat,agency,38.0,2,1.0,électricité individuel,True,1.0,5.0,True,4.0,E,B,True,5.21,old,384000,9605.263157894737,False,Pernety,100495,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 13e,ag752451-317907729,buy,flat,agency,87.0,4,2.0,gaz collectif,True,1.0,32.0,False,28.0,A,D,False,5.0,old,579038,6655.609195402299,False,Salpétrière - Austerlitz,110472,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,not-expensive
Paris 11e,ag753296-363147811,buy,flat,agency,83.0,4,2.0,individuel,True,1.0,7.0,False,5.0,VI,D,True,5.0,old,780000,9397.590361445784,False,Belleville - Saint-Maur,100515,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 17e,ag753296-363130204,buy,flat,agency,73.0,4,3.0,collectif,True,1.0,6.0,False,5.0,D,E,True,5.0,old,823000,11273.972602739726,False,Ternes - Maillot,100474,None,1.0,False,6516.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 13e,iad-france-1232198,buy,flat,mandatary,50.0,3,2.0,radiateur gaz individuel ,True,1.0,7.0,True,2.0,D,D,True,5.0,new,555000,11100.0,False,Croulebarbe,110467,None,1.0,False,1131.32,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 20e,immo-facile-50410479,buy,flat,agency,171.0,5,2.0,None,True,1.0,4.0,False,0.0,D,B,True,5.0,old,1200000,7017.543859649123,False,Ménilmontant - Amandiers,100447,False,1.0,True,2722.0,False,False,1.0,False,0.0,0.0,extralarge,veryExpensive
Paris 9e,immo-facile-51013444,buy,flat,agency,101.81,4,3.0,électrique individuel ,False,2.0,6.0,True,0.0,E,B,True,5.0,old,1450000,14242.215892348491,False,Porte Saint-Martin - Paradis,100517,False,1.0,False,2832.0,False,True,1.0,False,0.0,0.0,large,veryExpensive
Paris 17e,immo-facile-50326972,buy,flat,agency,215.0,6,3.0,individuel ,True,1.0,6.0,True,0.0,C,C,True,1.85,old,2750000,12558.139534883721,False,Pereire,100471,False,2.0,False,5961.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 14e,ag750523-363021517,buy,flat,agency,40.0,2,1.0,électricité individuel,True,1.0,6.0,True,5.0,D,B,True,4.7,old,490000,11700.0,False,Mouton - Duvernet,100494,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 19e,ag753296-363025210,buy,flat,agency,27.0,1,1.0,collectif,True,1.0,10.0,True,1.0,E,E,True,5.0,old,250000,9259.25925925926,False,Secrétan - Jaurès,100455,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,tiny,cheap
Paris 9e,ag753296-363037606,buy,flat,agency,32.0,2,1.0,individuel,True,1.0,7.0,True,4.0,E,B,True,5.0,old,370000,11562.5,False,Lorette - Martyrs,100526,None,1.0,False,1212.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 19e,ag753637-363021487,buy,flat,agency,78.0,2,1.0,électricité individuel,True,1.0,8.0,True,6.0,E,B,True,4.61,old,795000,9743.589743589744,False,Buttes Chaumont - Laumière - Manin,100452,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 20e,ag060811-362982799,buy,flat,mandatary,62.0,3,2.0,gaz ,True,1.0,8.0,True,5.0,E,E,True,5.0,old,650000,10483.870967741936,False,Belleville,100448,None,1.0,False,3960.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 11e,ag753296-363005392,buy,flat,agency,22.0,1,1.0,collectif,False,1.0,6.0,False,1.0,E,F,True,5.0,old,250900,11404.545454545454,False,République - Saint-Ambroise,100516,None,1.0,False,960.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 4e,ag753296-363005389,buy,flat,agency,50.0,2,1.0,individuel,True,1.0,6.0,False,5.0,E,F,True,5.0,old,655000,13100.0,False,Arsenal,100550,None,1.0,False,1800.0,False,False,0.0,False,1.0,0.0,tiny,expensive
Paris 17e,ag753296-363011578,buy,flat,agency,60.0,3,2.0,individuel,True,1.0,4.0,False,1.0,D,E,True,5.0,old,720000,12000.0,False,Legendre - Lévis,100470,None,1.0,False,1368.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,ag753296-363004999,buy,flat,agency,77.0,4,3.0,collectif,True,1.0,6.0,True,3.0,E,E,True,5.0,old,805000,10454.545454545454,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,3396.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 11e,ag753296-363005413,buy,flat,agency,127.0,5,3.0,collectif,True,1.0,7.0,True,3.0,VI,D,True,5.0,old,1449000,11409.448818897637,False,Belleville - Saint-Maur,100515,None,1.0,False,4560.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 5e,ag753659-362999569,buy,flat,agency,53.0,3,2.0,électricité individuel,False,1.0,5.0,True,3.0,D,B,False,5.38,old,980000,17547.169811320753,False,Val de Grâce,100546,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag755316-362998312,buy,flat,agency,102.0,5,3.0,électricité individuel,True,1.0,6.0,True,3.0,D,B,True,5.02,old,1150000,10735.29411764706,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,1500.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 15e,apimo-7520946,buy,flat,agency,34.67,1,1.0,Radiateur Electrique Individuel ,False,1.0,10.0,True,7.0,D,D,False,5.0,None,420000,12114.219786558984,False,Cambronne - Garibaldi,100481,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag753296-362890798,buy,flat,agency,40.0,2,1.0,individuel,True,1.0,5.0,False,1.0,E,E,True,5.0,old,410000,10250.0,False,Belleville - Saint-Maur,100515,None,1.0,False,1524.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,ag753296-362891023,buy,flat,agency,40.0,2,1.0,individuel,False,1.0,5.0,False,2.0,F,D,True,5.0,old,465000,11625.0,False,Montmartre - Sacré Coeur - Abbesses,100465,None,1.0,False,1584.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 10e,ag753296-362868307,buy,flat,agency,33.0,2,1.0,individuel,True,1.0,6.0,False,5.0,E,C,True,5.0,old,360000,10909.09090909091,False,Château d'Eau - Lancry,100518,None,1.0,False,1260.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag753296-362876719,buy,flat,agency,37.0,2,1.0,individuel,False,1.0,6.0,True,4.0,E,B,True,5.0,old,430000,11621.621621621622,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,2316.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,ag753296-362868121,buy,flat,agency,58.0,3,2.0,individuel,True,1.0,5.0,True,0.0,E,B,True,5.0,old,536000,9241.379310344828,False,Barbès - Château Rouge,100463,None,1.0,False,3526.0,False,False,1.0,False,0.0,0.0,middle,not-expensive
Paris 12e,ag753296-362846380,buy,flat,agency,76.0,3,2.0,individuel,True,1.0,7.0,False,3.0,C,D,True,5.0,old,713000,9381.578947368422,False,Bercy,100507,None,1.0,False,2844.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 10e,ag753296-362876854,buy,flat,agency,66.0,3,2.0,collectif,True,1.0,9.0,True,5.0,D,D,True,5.0,old,740000,11212.121212121212,False,Saint-Vincent de Paul - Lariboisière,100522,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 10e,ag753296-362850295,buy,flat,agency,71.0,3,2.0,individuel,True,1.0,5.0,False,2.0,F,C,True,5.0,old,749000,10549.295774647888,False,Château d'Eau - Lancry,100518,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 10e,ag753296-362876770,buy,flat,agency,76.0,3,2.0,individuel,True,1.0,6.0,True,1.0,E,B,True,5.0,old,755000,9934.21052631579,False,Louis Blanc - Aqueduc,100521,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 9e,ag753296-362850769,buy,flat,agency,86.0,5,3.0,individuel,True,1.0,6.0,True,1.0,D,E,True,5.0,old,960000,11162.790697674418,False,Clichy - Trinité,100527,None,1.0,False,3000.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 14e,ag753296-362875498,buy,flat,agency,83.0,3,2.0,collectif,True,1.0,5.0,True,2.0,E,B,True,5.0,old,970000,11686.746987951807,False,Montsouris - Dareau,100493,None,1.0,False,3526.0,False,False,1.0,False,1.0,0.0,large,expensive
Paris 13e,ag755694-362860501,buy,flat,agency,67.0,3,2.0,radiateur collectif,True,1.0,3.0,True,7.0,E,D,False,2.4,old,512000,7462.686567164179,False,Butte-aux-Cailles,300695,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 17e,apimo-7526445,buy,flat,agency,187.0,7,4.0,Radiateur Gaz Collectif ,False,1.0,6.0,True,4.0,D,D,False,3.72093023255814,None,2230000,11497.326203208557,False,Pereire,100471,False,1.0,False,0.0,False,False,0.0,False,1.0,1.0,extralarge,veryExpensive
Paris 15e,ag753010-362790430,buy,flat,agency,46.0,3,2.0,collectif,True,1.0,6.0,True,1.0,F,F,False,5.68,old,465000,9565.217391304348,False,Saint-Lambert - Convention,100484,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 12e,iad-france-1229827,buy,flat,mandatary,29.0,2,1.0,None,False,1.0,6.0,False,0.0,G,C,True,5.0,None,349000,12034.48275862069,False,Vallée de Fecamp,100505,None,1.0,False,968.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 13e,ag753296-362783020,buy,flat,agency,71.0,3,2.0,collectif,False,1.0,9.0,True,3.0,D,E,True,5.0,old,690000,9718.30985915493,False,Patay - Masséna,110473,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 19e,iad-france-1230451,buy,flat,mandatary,69.0,3,2.0,None,True,1.0,8.0,True,0.0,E,D,True,5.0,new,555000,8043.478260869565,False,Porte de la Villette,100458,None,1.0,False,3780.0,False,False,1.0,False,0.0,0.0,middle,not-expensive
Paris 20e,ag755505-362731531,buy,flat,agency,129.0,6,4.0,gaz collectif,True,2.0,6.0,True,0.0,C,C,True,3.69,old,1210000,9046.124031007752,False,Gambetta,100443,None,2.0,False,5403.99999999996,False,False,1.0,False,1.0,0.0,extralarge,veryExpensive
Paris 17e,immo-facile-50990519,buy,flat,agency,215.0,5,4.0,radiateur gaz collectif ,True,3.0,6.0,True,1.0,VI,VI,True,5.0,old,2990000,13906.976744186046,False,Courcelles - Wagram,100473,False,1.0,False,7760.0,False,True,0.0,False,0.0,1.0,extralarge,veryExpensive
Paris 15e,ag753296-362572813,buy,flat,agency,32.0,1,1.0,collectif,False,1.0,5.0,False,5.0,F,C,True,5.0,old,375000,11718.75,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753296-362581180,buy,flat,agency,48.0,2,1.0,individuel,True,1.0,3.0,False,2.0,E,F,True,5.0,old,560000,11666.666666666666,False,Montsouris - Dareau,100493,None,1.0,False,2196.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
